Date,Region,Product,Revenue,Cost,Salesperson,Profit,Profit Margin (%)
2021-08-29 17:18:52.665330664,West,Product B,1204.47,339.29,Martin Soto,865.18,71.83
2021-08-30 10:49:17.915831664,West,Product C,4744.55,3434.55,Kimberly Hall,1310.0,27.61
2021-08-31 04:19:43.166332668,South,Product D,1790.4,1888.11,Robert Hansen,-97.71,-5.46
2021-08-31 21:50:08.416833668,South,Product B,2303.01,2143.11,Michelle Cruz,159.9,6.94
2021-09-01 15:20:33.667334672,South,Product B,1815.76,1151.76,Beth Miller,664.0,36.57
2021-09-02 08:50:58.917835672,North,Product B,4438.95,1634.64,Amy Nelson,2804.31,63.18
2021-09-03 02:21:24.168336676,South,Product C,3515.42,1125.85,Charles Ferrell,2389.57,67.97
2021-09-03 19:51:49.418837676,North,Product B,1228.91,887.85,Joshua Murphy,341.06,27.75
2021-09-04 13:22:14.669338680,West,Product D,1696.91,1991.25,Nicole Bailey,-294.34,-17.35
2021-09-05 06:52:39.919839680,North,Product D,1505.63,1197.34,Jason King,308.29,20.48
2021-09-06 00:23:05.170340684,South,Product C,2672.42,3304.07,Rita Hernandez,-631.65,-23.64
2021-09-06 17:53:30.420841684,South,Product B,2642.29,2277.27,Steven Love,365.02,13.81
2021-09-07 11:23:55.671342688,East,Product C,4913.53,2422.84,Kimberly Medina,2490.69,50.69
2021-09-08 04:54:20.921843688,South,Product B,3508.39,1692.48,Wendy Wilson,1815.91,51.76
2021-09-08 22:24:46.172344692,South,Product D,1702.01,1225.5,Anthony Warren,476.51,28.0
2021-09-09 15:55:11.422845692,West,Product C,2916.5,1617.0,Eric Maynard,1299.5,44.56
2021-09-10 09:25:36.673346696,North,Product C,2805.26,3068.18,April Wells,-262.92,-9.37
2021-09-11 02:56:01.923847696,South,Product C,4230.38,1429.35,Alexis Graham,2801.03,66.21
2021-09-11 20:26:27.174348700,West,Product C,4563.06,3098.79,Deborah White,1464.27,32.09
2021-09-12 13:56:52.424849700,East,Product D,4322.3,1945.86,Joshua Hardy,2376.44,54.98
2021-09-13 07:27:17.675350704,South,Product D,2157.36,1726.11,Donald Lewis,431.25,19.99
2021-09-14 00:57:42.925851704,West,Product B,2755.3,1294.85,Amy Jones,1460.45,53.01
2021-09-14 18:28:08.176352708,South,Product B,4192.2,3192.47,Matthew Anthony,999.73,23.85
2021-09-15 11:58:33.426853708,North,Product D,3877.84,336.25,Erica Baker,3541.59,91.33
2021-09-16 05:28:58.677354712,West,Product D,2173.07,401.82,Susan Mack,1771.25,81.51
2021-09-16 22:59:23.927855712,East,Product B,1332.94,911.15,Richard Washington,421.79,31.64
2021-09-17 16:29:49.178356716,East,Product B,1004.61,1056.62,Steven Rodriguez,-52.01,-5.18
2021-09-18 10:00:14.428857716,East,Product B,4232.25,1738.8,Sandra Stephens,2493.45,58.92
2021-09-19 03:30:39.679358720,East,Product A,4492.06,1724.24,Tonya Warren,2767.82,61.62
2021-09-19 21:01:04.929859720,South,Product C,2131.54,2294.54,Jacob Mccoy,-163.0,-7.65
2021-09-20 14:31:30.180360724,North,Product A,1881.84,2536.53,Johnathan Ferrell,-654.69,-34.79
2021-09-21 08:01:55.430861724,West,Product B,3416.29,2458.2,Elizabeth Kim,958.09,28.04
2021-09-22 01:32:20.681362728,North,Product C,4205.58,2690.76,Michael Dunn,1514.82,36.02
2021-09-22 19:02:45.931863728,North,Product C,3986.87,3070.42,Matthew Robinson,916.45,22.99
2021-09-23 12:33:11.182364732,South,Product D,3010.28,3296.1,April Garcia,-285.82,-9.49
2021-09-24 06:03:36.432865732,East,Product B,761.81,2328.57,Paul Deleon,-1566.76,-205.66
2021-09-24 23:34:01.683366736,East,Product A,4801.78,1627.12,Robert Walker,3174.66,66.11
2021-09-25 17:04:26.933867736,South,Product A,3782.32,442.61,Katherine King,3339.71,88.3
2021-09-26 10:34:52.184368740,West,Product B,3804.84,1204.06,John Juarez,2600.78,68.35
2021-09-27 04:05:17.434869740,East,Product A,1894.81,709.72,Eric Mcdonald,1185.09,62.54
2021-09-27 21:35:42.685370744,North,Product D,3257.36,834.44,Sharon Novak,2422.92,74.38
2021-09-28 15:06:07.935871744,East,Product C,4912.29,3073.86,Thomas Rogers,1838.43,37.43
2021-09-29 08:36:33.186372748,West,Product C,3564.38,357.77,Rachel Hall,3206.61,89.96
2021-09-30 02:06:58.436873748,North,Product B,4338.74,3324.1,Gina Young,1014.64,23.39
2021-09-30 19:37:23.687374752,South,Product A,4751.51,3599.6,Erica Andrews,1151.91,24.24
2021-10-01 13:07:48.937875752,North,Product C,3319.74,443.7,Cynthia Poole,2876.04,86.63
2021-10-02 06:38:14.188376756,West,Product B,2928.31,1923.56,Anna Ross DDS,1004.75,34.31
2021-10-03 00:08:39.438877756,East,Product A,2843.78,3645.89,Joseph Williams,-802.11,-28.21
2021-10-03 17:39:04.689378760,West,Product D,758.75,1198.79,Michael Collier,-440.04,-58.0
2021-10-04 11:09:29.939879760,South,Product C,4565.23,3032.19,Sarah Petersen,1533.04,33.58
2021-10-05 04:39:55.190380764,North,Product C,3190.81,3696.09,Connor Johnson,-505.28,-15.84
2021-10-05 22:10:20.440881764,North,Product B,4068.59,1329.7,Jill Walker,2738.89,67.32
2021-10-06 15:40:45.691382768,West,Product C,3009.94,2360.78,Dawn Cain,649.16,21.57
2021-10-07 09:11:10.941883768,North,Product C,4114.92,2765.33,Daniel Cruz,1349.59,32.8
2021-10-08 02:41:36.192384772,East,Product A,3053.11,2114.72,Erin Kelly,938.39,30.74
2021-10-08 20:12:01.442885772,North,Product D,3928.35,3641.57,Spencer Smith,286.78,7.3
2021-10-09 13:42:26.693386776,West,Product D,4260.88,1155.53,Mr. Randall Hernandez MD,3105.35,72.88
2021-10-10 07:12:51.943887776,South,Product D,2046.73,1477.31,Raven Martin,569.42,27.82
2021-10-11 00:43:17.194388780,West,Product B,2586.17,1968.02,Leslie Berry,618.15,23.9
2021-10-11 18:13:42.444889780,East,Product D,2213.37,1507.56,Alan Walsh,705.81,31.89
2021-10-12 11:44:07.695390784,West,Product B,1556.21,1059.14,Michael Wilson MD,497.07,31.94
2021-10-13 05:14:32.945891784,South,Product B,3375.32,1096.07,Edgar Ward,2279.25,67.53
2021-10-13 22:44:58.196392788,East,Product B,3069.23,2971.9,Christopher Hoffman,97.33,3.17
2021-10-14 16:15:23.446893788,North,Product B,4662.45,3702.68,Michele Pratt,959.77,20.59
2021-10-15 09:45:48.697394792,North,Product C,653.31,2275.29,Jacob Banks,-1621.98,-248.27
2021-10-16 03:16:13.947895792,South,Product B,4037.3,931.81,Joseph Swanson,3105.49,76.92
2021-10-16 20:46:39.198396796,West,Product A,1533.19,2539.69,Angela Williams,-1006.5,-65.65
2021-10-17 14:17:04.448897796,East,Product A,1299.98,2290.41,Christy Miller,-990.43,-76.19
2021-10-18 07:47:29.699398800,West,Product A,1298.18,2412.03,Matthew Mcknight,-1113.85,-85.8
2021-10-19 01:17:54.949899800,North,Product D,2394.62,1066.46,Dakota Coffey,1328.16,55.46
2021-10-19 18:48:20.200400804,South,Product B,1034.32,2303.21,Carolyn Vargas,-1268.89,-122.68
2021-10-20 12:18:45.450901804,North,Product A,2287.35,2997.1,Melanie Meadows,-709.75,-31.03
2021-10-21 05:49:10.701402808,West,Product C,2063.9,2751.84,Dana Sanford,-687.94,-33.33
2021-10-21 23:19:35.951903808,South,Product B,2879.24,3518.27,Jason Abbott,-639.03,-22.19
2021-10-22 16:50:01.202404812,South,Product A,2458.34,1125.52,Steven Gallegos,1332.82,54.22
2021-10-23 10:20:26.452905812,South,Product C,2914.28,797.66,Michael Gillespie,2116.62,72.63
2021-10-24 03:50:51.703406816,East,Product B,3956.99,595.65,Katie Turner,3361.34,84.95
2021-10-24 21:21:16.953907816,South,Product B,4906.45,2643.57,Benjamin Cooper,2262.88,46.12
2021-10-25 14:51:42.204408820,West,Product B,2967.53,2544.58,Jessica Huber,422.95,14.25
2021-10-26 08:22:07.454909820,North,Product D,4563.61,2418.07,Denise Carpenter,2145.54,47.01
2021-10-27 01:52:32.705410824,South,Product D,4472.14,794.22,Aaron Harris,3677.92,82.24
2021-10-27 19:22:57.955911824,West,Product C,3036.3,1336.36,Jessica Harris,1699.94,55.99
2021-10-28 12:53:23.206412828,East,Product A,503.25,1937.05,Mary Armstrong,-1433.8,-284.91
2021-10-29 06:23:48.456913828,North,Product D,1568.19,3151.03,Judith Cross,-1582.84,-100.93
2021-10-29 23:54:13.707414832,North,Product A,2300.63,367.14,Michael Richardson,1933.49,84.04
2021-10-30 17:24:38.957915832,North,Product B,4476.78,2303.11,John Banks,2173.67,48.55
2021-10-31 10:55:04.208416836,North,Product C,3909.78,3100.36,Charles Chavez,809.42,20.7
2021-11-01 04:25:29.458917836,South,Product D,3540.01,2333.41,Alexa Johns,1206.6,34.08
2021-11-01 21:55:54.709418840,North,Product D,1285.07,2995.85,Phillip Figueroa,-1710.78,-133.13
2021-11-02 15:26:19.959919840,West,Product D,505.93,1617.96,Thomas Stevens,-1112.03,-219.8
2021-11-03 08:56:45.210420844,West,Product C,1105.03,2635.26,David Tyler,-1530.23,-138.48
2021-11-04 02:27:10.460921844,North,Product D,2773.17,2568.56,Steven Evans,204.61,7.38
2021-11-04 19:57:35.711422848,West,Product D,2334.47,1914.58,Donald Gray,419.89,17.99
2021-11-05 13:28:00.961923848,East,Product A,3792.91,704.3,Aaron Dixon,3088.61,81.43
2021-11-06 06:58:26.212424852,East,Product B,638.73,1740.98,Mrs. Emily Chen DVM,-1102.25,-172.57
2021-11-07 00:28:51.462925852,North,Product C,3708.42,3762.36,Christy Price,-53.94,-1.45
2021-11-07 17:59:16.713426856,North,Product B,4285.74,3493.03,David Torres,792.71,18.5
2021-11-08 11:29:41.963927856,East,Product A,4402.27,1254.77,Mr. Zachary Daniel II,3147.5,71.5
2021-11-09 05:00:07.214428860,South,Product D,3965.79,3141.45,Javier Stephens,824.34,20.79
2021-11-09 22:30:32.464929860,South,Product D,860.71,2340.67,Stephanie Burton,-1479.96,-171.95
2021-11-10 16:00:57.715430864,South,Product D,3837.48,742.36,Brandon Palmer,3095.12,80.66
2021-11-11 09:31:22.965931864,South,Product D,1734.67,2059.89,Thomas King,-325.22,-18.75
2021-11-12 03:01:48.216432868,West,Product B,3560.2,1185.97,Kenneth Chase,2374.23,66.69
2021-11-12 20:32:13.466933868,South,Product D,3381.23,3525.04,Mary Monroe,-143.81,-4.25
2021-11-13 14:02:38.717434872,West,Product B,4505.09,1326.07,Randy Williams,3179.02,70.57
2021-11-14 07:33:03.967935872,North,Product C,2829.48,1239.59,John Johnson,1589.89,56.19
2021-11-15 01:03:29.218436876,East,Product A,1714.73,2795.51,Dustin Myers,-1080.78,-63.03
2021-11-15 18:33:54.468937876,North,Product C,2212.3,314.33,Mary Williams,1897.97,85.79
2021-11-16 12:04:19.719438880,West,Product D,3993.86,3923.92,Sara Garner,69.94,1.75
2021-11-17 05:34:44.969939880,West,Product B,688.65,1478.93,Michael Tate,-790.28,-114.76
2021-11-17 23:05:10.220440884,East,Product C,2703.18,1290.04,Elaine Johnson,1413.14,52.28
2021-11-18 16:35:35.470941884,North,Product C,3208.32,3213.37,Melanie Hendricks,-5.05,-0.16
2021-11-19 10:06:00.721442888,North,Product D,1563.92,803.35,Carol Parker,760.57,48.63
2021-11-20 03:36:25.971943888,East,Product A,4820.7,3687.59,Sandra Landry,1133.11,23.51
2021-11-20 21:06:51.222444892,North,Product B,1593.12,1281.29,Jenna Miller,311.83,19.57
2021-11-21 14:37:16.472945892,North,Product C,4112.81,780.99,Jason Martinez,3331.82,81.01
2021-11-22 08:07:41.723446896,East,Product C,4721.26,3889.1,Amanda Jordan,832.16,17.63
2021-11-23 01:38:06.973947896,West,Product D,4098.58,3534.56,Christine Guerrero,564.02,13.76
2021-11-23 19:08:32.224448900,West,Product D,4311.28,782.53,Shannon Green DDS,3528.75,81.85
2021-11-24 12:38:57.474949900,North,Product B,3701.72,359.44,Judy Parker,3342.28,90.29
2021-11-25 06:09:22.725450904,West,Product C,656.91,3385.49,Jerry Knight,-2728.58,-415.37
2021-11-25 23:39:47.975951904,East,Product B,2695.9,1140.32,Taylor Crawford,1555.58,57.7
2021-11-26 17:10:13.226452908,East,Product A,1271.8,2741.69,Dustin Gonzalez,-1469.89,-115.58
2021-11-27 10:40:38.476953908,West,Product D,2933.7,2495.23,Ryan Gray,438.47,14.95
2021-11-28 04:11:03.727454912,North,Product D,2251.3,390.14,Robert Jones,1861.16,82.67
2021-11-28 21:41:28.977955912,West,Product C,2760.63,2731.92,Caitlin Turner,28.71,1.04
2021-11-29 15:11:54.228456916,East,Product B,2192.59,2815.41,Frank Hardy,-622.82,-28.41
2021-11-30 08:42:19.478957916,South,Product D,4169.17,1863.41,Dawn Gray,2305.76,55.31
2021-12-01 02:12:44.729458920,South,Product D,4057.81,2397.79,Anthony Aguilar,1660.02,40.91
2021-12-01 19:43:09.979959920,South,Product A,2322.2,3699.3,Jesse Rodriguez,-1377.1,-59.3
2021-12-02 13:13:35.230460924,East,Product C,2261.87,1503.3,Gary Mercer,758.57,33.54
2021-12-03 06:44:00.480961924,South,Product A,1904.42,3797.14,Katrina Walton,-1892.72,-99.39
2021-12-04 00:14:25.731462928,South,Product C,4833.98,1207.39,Mary Mccoy,3626.59,75.02
2021-12-04 17:44:50.981963928,South,Product A,3215.09,2618.93,Deborah Mccoy,596.16,18.54
2021-12-05 11:15:16.232464932,South,Product A,1707.83,1278.63,Max Clarke,429.2,25.13
2021-12-06 04:45:41.482965932,North,Product A,1023.93,2004.1,Shaun Brown,-980.17,-95.73
2021-12-06 22:16:06.733466936,South,Product D,1557.36,799.36,Karen Marshall,758.0,48.67
2021-12-07 15:46:31.983967936,South,Product D,3932.28,1568.24,Shelby Jennings,2364.04,60.12
2021-12-08 09:16:57.234468940,East,Product B,1241.43,3939.08,Patrick Hill MD,-2697.65,-217.3
2021-12-09 02:47:22.484969940,North,Product D,3644.63,653.72,Christine Thompson,2990.91,82.06
2021-12-09 20:17:47.735470944,South,Product C,1039.36,3933.12,Leonard Powell,-2893.76,-278.42
2021-12-10 13:48:12.985971944,West,Product D,2560.02,2985.66,Karla Johnson,-425.64,-16.63
2021-12-11 07:18:38.236472948,South,Product A,4721.95,3048.31,Mary Hayden,1673.64,35.44
2021-12-12 00:49:03.486973948,East,Product A,3035.58,3322.72,Alexander Simon,-287.14,-9.46
2021-12-12 18:19:28.737474952,North,Product D,4516.17,2066.23,Christine Walker,2449.94,54.25
2021-12-13 11:49:53.987975952,South,Product B,4028.86,353.9,Tara Rodriguez,3674.96,91.22
2021-12-14 05:20:19.238476956,North,Product C,4504.83,3304.83,Regina Hatfield,1200.0,26.64
2021-12-14 22:50:44.488977956,North,Product A,1186.28,3750.96,Brandon Buckley,-2564.68,-216.2
2021-12-15 16:21:09.739478960,East,Product B,3826.9,3694.67,Karen Cooper,132.23,3.46
2021-12-16 09:51:34.989979960,East,Product D,500.72,1819.38,Allison Warner,-1318.66,-263.35
2021-12-17 03:22:00.240480964,East,Product C,2387.0,327.09,Carol Flores,2059.91,86.3
2021-12-17 20:52:25.490981964,East,Product B,2185.17,1181.18,Bruce Spencer,1003.99,45.95
2021-12-18 14:22:50.741482968,North,Product B,2333.9,2956.39,David West,-622.49,-26.67
2021-12-19 07:53:15.991983968,East,Product A,3896.85,1159.31,Christina Taylor,2737.54,70.25
2021-12-20 01:23:41.242484972,West,Product A,1882.19,3673.64,Anthony Chan,-1791.45,-95.18
2021-12-20 18:54:06.492985972,South,Product D,3847.73,1043.04,Kathryn Franklin DVM,2804.69,72.89
2021-12-21 12:24:31.743486976,West,Product C,2332.38,3083.79,Jennifer Morse,-751.41,-32.22
2021-12-22 05:54:56.993987976,North,Product A,1010.41,2111.34,Terri Wilkins,-1100.93,-108.96
2021-12-22 23:25:22.244488980,East,Product D,1625.19,1834.36,Toni Payne,-209.17,-12.87
2021-12-23 16:55:47.494989980,East,Product B,559.49,750.55,Colleen Murphy,-191.06,-34.15
2021-12-24 10:26:12.745490984,West,Product A,2132.24,2218.18,Adam Koch,-85.94,-4.03
2021-12-25 03:56:37.995991984,West,Product C,758.53,3435.81,Dawn Delgado,-2677.28,-352.96
2021-12-25 21:27:03.246492988,North,Product A,641.31,796.32,Mary Valdez,-155.01,-24.17
2021-12-26 14:57:28.496993988,West,Product B,3991.46,3541.69,Stephen Fisher,449.77,11.27
2021-12-27 08:27:53.747494992,South,Product A,2503.67,2540.51,Ashley Ruiz,-36.84,-1.47
2021-12-28 01:58:18.997995992,East,Product B,2245.31,1359.02,Mercedes James,886.29,39.47
2021-12-28 19:28:44.248496996,East,Product A,2200.63,422.07,Anna Stewart,1778.56,80.82
2021-12-29 12:59:09.498997996,North,Product D,4070.12,1950.66,Regina Floyd,2119.46,52.07
2021-12-30 06:29:34.749499000,East,Product A,4413.51,3244.7,Amanda Kelly,1168.81,26.48
2021-12-31 00:00:00.000000000,South,Product A,4382.58,3388.35,Marissa Martinez,994.23,22.69
2022-01-01 00:00:00.000000000,South,Product D,2629.52,499.74,Douglas Ruiz,2129.78,81.0
2022-01-01 17:30:25.250501002,North,Product D,518.0,2123.25,Tina Kim,-1605.25,-309.89
2022-01-02 11:00:50.501002004,South,Product C,2792.8,1101.2,Raven Irwin,1691.6,60.57
2022-01-03 04:31:15.751503006,North,Product C,1666.7,1751.57,Lori Allison,-84.87,-5.09
2022-01-03 22:01:41.002004008,South,Product A,1320.73,1229.61,Stephen Martinez,91.12,6.9
2022-01-04 15:32:06.252505010,South,Product D,1550.39,330.54,Dean Brown,1219.85,78.68
2022-01-05 09:02:31.503006012,North,Product C,1234.66,3720.05,Ryan Gilbert,-2485.39,-201.3
2022-01-06 02:32:56.753507014,West,Product B,4257.25,1484.49,Benjamin Pearson,2772.76,65.13
2022-01-06 20:03:22.004008016,North,Product A,4066.88,2900.08,Anthony Barrett,1166.8,28.69
2022-01-07 13:33:47.254509018,East,Product B,1575.15,2760.82,Andrew Cain Jr.,-1185.67,-75.27
2022-01-08 07:04:12.505010020,North,Product B,843.32,3157.35,Julie Carr,-2314.03,-274.4
2022-01-09 00:34:37.755511022,North,Product A,2268.63,1455.72,Bobby Gibson,812.91,35.83
2022-01-09 18:05:03.006012024,South,Product A,4624.43,833.26,Barry Cochran,3791.17,81.98
2022-01-10 11:35:28.256513026,South,Product B,3560.12,956.43,Todd Watts,2603.69,73.13
2022-01-11 05:05:53.507014028,South,Product B,3855.88,3624.23,Kelly Jones,231.65,6.01
2022-01-11 22:36:18.757515030,West,Product C,1962.6,535.04,Ryan Dickson,1427.56,72.74
2022-01-12 16:06:44.008016032,West,Product D,2472.52,3375.48,Patricia Lawrence,-902.96,-36.52
2022-01-13 09:37:09.258517034,West,Product D,3845.78,483.86,Ashley Alexander,3361.92,87.42
2022-01-14 03:07:34.509018036,East,Product A,1346.79,1242.55,Mark Howe,104.24,7.74
2022-01-14 20:37:59.759519038,East,Product C,1135.96,1198.32,Chad Armstrong,-62.36,-5.49
2022-01-15 14:08:25.010020040,North,Product C,4198.15,1976.99,Ms. Megan Lewis,2221.16,52.91
2022-01-16 07:38:50.260521042,West,Product C,3652.56,2506.49,Angel Holt,1146.07,31.38
2022-01-17 01:09:15.511022044,North,Product D,1752.53,3090.54,Jennifer Lee,-1338.01,-76.35
2022-01-17 18:39:40.761523046,West,Product B,4960.06,2311.12,Stephen Myers,2648.94,53.41
2022-01-18 12:10:06.012024048,East,Product B,4350.9,544.65,Robert Everett,3806.25,87.48
2022-01-19 05:40:31.262525050,North,Product D,4279.99,3215.53,Jasmine Hatfield,1064.46,24.87
2022-01-19 23:10:56.513026052,East,Product B,1657.33,3351.13,Adrienne Webb,-1693.8,-102.2
2022-01-20 16:41:21.763527054,South,Product D,2243.55,1756.63,Sherry Hart,486.92,21.7
2022-01-21 10:11:47.014028056,North,Product B,4331.65,2646.35,Tracy Rivera,1685.3,38.91
2022-01-22 03:42:12.264529058,East,Product C,816.29,575.6,Amber Olsen,240.69,29.49
2022-01-22 21:12:37.515030060,East,Product B,3080.33,2296.45,James Parrish,783.88,25.45
2022-01-23 14:43:02.765531062,West,Product B,2949.57,2239.04,Brandi Rivera,710.53,24.09
2022-01-24 08:13:28.016032064,East,Product A,4281.52,749.42,Erika Conner,3532.1,82.5
2022-01-25 01:43:53.266533066,South,Product D,691.26,3089.78,Lisa Houston,-2398.52,-346.98
2022-01-25 19:14:18.517034068,East,Product A,3959.32,3413.94,John Simmons,545.38,13.77
2022-01-26 12:44:43.767535070,North,Product C,4937.87,2456.56,Linda Brown,2481.31,50.25
2022-01-27 06:15:09.018036072,South,Product B,2271.13,3816.0,Brian Williams,-1544.87,-68.02
2022-01-27 23:45:34.268537074,West,Product D,958.31,3298.89,Ryan Bell,-2340.58,-244.24
2022-01-28 17:15:59.519038076,West,Product C,2002.41,1455.26,Victor Burns,547.15,27.32
2022-01-29 10:46:24.769539078,South,Product A,1905.4,3758.21,Michael Mcdonald II,-1852.81,-97.24
2022-01-30 04:16:50.020040080,South,Product B,952.68,988.64,Sandra Simon,-35.96,-3.77
2022-01-30 21:47:15.270541082,West,Product C,1879.13,3066.37,Alexandra Jackson,-1187.24,-63.18
2022-01-31 15:17:40.521042084,South,Product C,2827.19,3201.78,David Martin,-374.59,-13.25
2022-02-01 08:48:05.771543086,South,Product A,3353.0,3702.31,Susan Williams,-349.31,-10.42
2022-02-02 02:18:31.022044088,North,Product A,901.03,1007.41,Mr. Michael Randall,-106.38,-11.81
2022-02-02 19:48:56.272545090,North,Product D,578.02,2174.8,Danielle Hayes,-1596.78,-276.25
2022-02-03 13:19:21.523046092,East,Product C,587.72,3958.3,Jennifer Salas,-3370.58,-573.5
2022-02-04 06:49:46.773547094,East,Product A,4267.36,642.45,Christopher Sullivan,3624.91,84.95
2022-02-05 00:20:12.024048096,East,Product A,3268.21,3489.58,Scott Patel,-221.37,-6.77
2022-02-05 17:50:37.274549098,West,Product C,4158.14,2196.6,Matthew Massey,1961.54,47.17
2022-02-06 11:21:02.525050100,North,Product D,3479.14,2251.24,Edward Harper,1227.9,35.29
2022-02-07 04:51:27.775551102,South,Product C,4887.8,968.23,Renee Meza,3919.57,80.19
2022-02-07 22:21:53.026052104,South,Product C,4735.34,3528.25,Joseph Vance,1207.09,25.49
2022-02-08 15:52:18.276553106,East,Product D,828.1,3787.62,Michael Cooley,-2959.52,-357.39
2022-02-09 09:22:43.527054108,North,Product D,3475.75,1470.83,David Bradley,2004.92,57.68
2022-02-10 02:53:08.777555110,East,Product A,3836.87,2682.94,Traci Gates,1153.93,30.07
2022-02-10 20:23:34.028056112,North,Product B,2716.47,1734.92,Martin Meyers,981.55,36.13
2022-02-11 13:53:59.278557114,South,Product A,4084.08,1397.4,Mariah Yang,2686.68,65.78
2022-02-12 07:24:24.529058116,South,Product D,1685.66,877.12,Adam Knox,808.54,47.97
2022-02-13 00:54:49.779559118,North,Product B,514.0,2990.56,Megan Pollard,-2476.56,-481.82
2022-02-13 18:25:15.030060120,East,Product A,2747.04,3313.51,Christian Larson,-566.47,-20.62
2022-02-14 11:55:40.280561122,South,Product A,1414.29,3561.47,Lisa Scott,-2147.18,-151.82
2022-02-15 05:26:05.531062124,North,Product A,3821.74,2395.84,Bethany Olson,1425.9,37.31
2022-02-15 22:56:30.781563126,South,Product C,3905.69,407.62,Matthew Grimes,3498.07,89.56
2022-02-16 16:26:56.032064128,South,Product B,550.53,524.52,Robin White,26.01,4.72
2022-02-17 09:57:21.282565130,West,Product A,1160.77,3585.4,Steven Barnett,-2424.63,-208.88
2022-02-18 03:27:46.533066132,West,Product D,1362.29,3325.24,Cameron Kim,-1962.95,-144.09
2022-02-18 20:58:11.783567134,South,Product B,1374.32,3441.7,Matthew Dunn,-2067.38,-150.43
2022-02-19 14:28:37.034068136,South,Product D,561.01,2571.13,Alicia Shea,-2010.12,-358.3
2022-02-20 07:59:02.284569138,South,Product C,2458.51,793.38,Lisa Herrera,1665.13,67.73
2022-02-21 01:29:27.535070140,North,Product D,578.3,3297.56,Matthew Meyer,-2719.26,-470.22
2022-02-21 18:59:52.785571142,West,Product B,1315.12,1182.37,Thomas Garcia,132.75,10.09
2022-02-22 12:30:18.036072145,West,Product A,2911.01,2769.58,Gary Massey,141.43,4.86
2022-02-23 06:00:43.286573147,West,Product B,4035.53,3240.4,Dylan Thornton,795.13,19.7
2022-02-23 23:31:08.537074149,East,Product A,1867.0,3268.31,Michelle Nash,-1401.31,-75.06
2022-02-24 17:01:33.787575151,East,Product B,549.74,2351.57,Grace Webster,-1801.83,-327.76
2022-02-25 10:31:59.038076153,North,Product C,2641.47,2829.56,Kevin Martinez,-188.09,-7.12
2022-02-26 04:02:24.288577155,North,Product B,4104.65,2209.89,Mark Murray,1894.76,46.16
2022-02-26 21:32:49.539078157,South,Product C,2370.01,3631.45,William Marquez,-1261.44,-53.23
2022-02-27 15:03:14.789579159,North,Product A,3099.1,659.75,Jonathan Miller,2439.35,78.71
2022-02-28 08:33:40.040080161,East,Product A,1535.2,3848.0,Maria Martinez,-2312.8,-150.65
2022-03-01 02:04:05.290581163,South,Product C,1229.97,580.16,Wanda Bell,649.81,52.83
2022-03-01 19:34:30.541082165,North,Product C,658.78,2233.4,Jessica Jackson,-1574.62,-239.02
2022-03-02 13:04:55.791583167,South,Product D,2195.71,2821.96,Lynn Hughes,-626.25,-28.52
2022-03-03 06:35:21.042084169,South,Product B,2197.13,3143.83,Morgan Ramirez,-946.7,-43.09
2022-03-04 00:05:46.292585171,North,Product C,4686.1,715.73,Larry Cook,3970.37,84.73
2022-03-04 17:36:11.543086173,North,Product C,3185.02,768.42,Michael Green MD,2416.6,75.87
2022-03-05 11:06:36.793587175,West,Product A,1955.31,1991.52,Chad Smith,-36.21,-1.85
2022-03-06 04:37:02.044088177,South,Product C,1714.42,3611.42,Jonathan Hernandez,-1897.0,-110.65
2022-03-06 22:07:27.294589179,South,Product C,4069.78,3659.85,Allison Robinson,409.93,10.07
2022-03-07 15:37:52.545090181,West,Product C,504.51,2496.13,Yolanda Fischer,-1991.62,-394.76
2022-03-08 09:08:17.795591183,East,Product B,3455.17,2857.68,Debra Foster,597.49,17.29
2022-03-09 02:38:43.046092185,South,Product A,4889.87,1423.39,Felicia Taylor,3466.48,70.89
2022-03-09 20:09:08.296593187,South,Product C,898.67,2969.86,Carlos Brown,-2071.19,-230.47
2022-03-10 13:39:33.547094189,West,Product C,1081.96,1322.45,Jack Peters,-240.49,-22.23
2022-03-11 07:09:58.797595191,West,Product B,1832.75,310.91,Richard Garrett,1521.84,83.04
2022-03-12 00:40:24.048096193,East,Product D,3242.93,3413.88,Victor Robinson,-170.95,-5.27
2022-03-12 18:10:49.298597195,South,Product A,2991.74,1023.02,Bradley Morgan,1968.72,65.81
2022-03-13 11:41:14.549098197,West,Product C,4935.46,2347.15,Rebecca Harrington,2588.31,52.44
2022-03-14 05:11:39.799599199,North,Product A,1337.55,3225.98,Melody Woods,-1888.43,-141.19
2022-03-14 22:42:05.050100201,South,Product A,3724.03,502.0,Sarah Daniel,3222.03,86.52
2022-03-15 16:12:30.300601203,East,Product A,3933.07,1158.77,Andrea Sanders,2774.3,70.54
2022-03-16 09:42:55.551102205,West,Product D,4841.22,1971.94,Stephen Warren,2869.28,59.27
2022-03-17 03:13:20.801603207,East,Product D,3252.28,1391.58,Daniel Lee,1860.7,57.21
2022-03-17 20:43:46.052104209,West,Product D,4129.44,930.16,Wesley Farmer,3199.28,77.47
2022-03-18 14:14:11.302605211,East,Product B,1386.83,3869.33,Christine Cooper,-2482.5,-179.01
2022-03-19 07:44:36.553106213,West,Product C,2962.82,905.6,Michael Alexander,2057.22,69.43
